8.5965,0
8.6020,0
8.6021,0
8.5995,0
8.5957,0
8.6192,0
8.6287,0
8.6314,0
8.6348,0
8.6348,0
8.6250,0
8.6261,0
8.6348,0
8.6372,0
8.6358,0
8.6264,0
8.6272,0
8.6442,0
8.6366,0
8.6355,0
8.6319,0
8.6334,0
8.6296,0
8.6307,0
8.6394,0
8.6348,0
8.6346,0
8.6374,0
8.6398,0
8.6465,0
8.6235,0
8.6136,0
8.6340,0
8.6389,0
8.6392,0
8.6374,0
8.6389,0
8.6377,0
8.6471,0
8.6485,0
8.6407,0
8.6357,0
8.6380,0
8.6377,0
8.6331,0
8.6275,0
8.6366,0
8.6384,0
8.6398,0
8.6397,0
8.6340,0
8.6355,0
8.6381,0
8.6380,0
8.6413,0
8.6346,0
8.6378,0
8.6331,0
8.6328,0
8.6365,0
8.6354,0
8.6369,0
8.6375,0
8.6387,0
8.6308,0
8.6270,0
8.6366,0
8.6392,0
8.6392,0
8.6384,0
8.6368,0
8.6381,0
8.6392,0
8.6360,0
8.6378,0
8.6369,0
8.6290,0
8.6314,0
8.6389,0
8.6362,0
8.6416,0
8.6391,0
8.6392,0
8.6381,0
8.6368,0
8.6328,0
8.6375,0
8.6387,0
8.6386,0
8.6272,0
8.6247,0
8.6357,0
8.6378,0
8.6389,0
8.6326,0
8.6272,0
8.6357,0
8.6386,0
8.6381,0
8.6322,0
8.6287,0
8.6346,0
8.6392,0
8.6381,0
8.6334,0
8.6381,0
8.6326,0
8.6294,0
8.6387,0
8.6354,0
8.6378,0
8.6345,0
8.6302,0
8.6384,0
8.6358,0
8.6391,0
8.6363,0
8.6288,0
8.6412,0
8.6342,0
8.6214,0
8.6217,0
8.6293,0
8.6365,0
8.6360,0
8.6397,0
8.6374,0
8.6386,0
8.6416,0
8.6354,0
8.6372,0
8.6391,0
8.6389,0
8.6421,0
8.6389,0
8.6372,0
8.6381,0
8.6394,0
8.6378,0
8.6346,0
8.6310,0
8.6301,0
8.6384,0
8.6374,0
8.6329,0
8.6380,0
8.6395,0
8.6317,0
8.6354,0
8.6368,0
8.6365,0
8.6386,0
8.6398,0
8.6339,0
8.6374,0
8.6377,0
8.6421,0
8.6383,0
8.6348,0
8.6383,0
8.6366,0
8.6365,0
8.6217,0
8.6177,0
8.6371,0
8.6343,0
8.6265,0
8.6363,0
8.6357,0
8.6384,0
8.6432,0
8.6374,0
8.6395,0
8.6352,0
8.6352,0
8.6371,0
8.6391,0
8.6398,0
8.6375,0
8.6378,0
8.6337,0
8.6276,0
8.6387,0
8.6374,0
8.6366,0
8.6362,0
8.6267,0
8.6384,0
8.6375,0
8.6386,0
8.6400,0
8.6381,0
8.6397,0
8.6366,0
8.6377,0
8.6369,0
8.6387,0
8.6369,0
8.6365,0
8.6387,0
8.6395,0
8.6394,0
8.6378,0
8.6371,0
8.6474,0
8.6380,0
8.6290,0
8.6308,0
8.6360,0
8.6372,0
8.6371,0
8.6285,0
8.6285,0
8.6362,0
8.6305,0
8.6270,0
8.6365,0
8.6349,0
8.6368,0
8.6394,0
8.6369,0
8.6366,0
8.6368,0
8.6380,0
8.6377,0
8.6387,0
8.6387,0
8.6352,0
8.6366,0
8.6340,0
8.6297,0
8.6439,0
8.6424,0
8.6342,0
8.6322,0
8.6378,0
8.6392,0
8.6333,0
8.6365,0
8.6381,0
8.6375,0
8.6329,0
8.6279,0
8.6358,0
8.6418,0
8.6471,0
8.6449,0
8.6351,0
8.6371,0
8.6371,0
8.6375,0
8.6403,0
8.6331,0
8.6378,0
8.6372,0
8.6384,0
8.6420,0
8.6317,0
8.6368,0
8.6389,0
8.6387,0
8.6410,0
