3.1969,0
3.1978,0
3.2033,0
3.2081,0
3.2102,0
3.2073,0
3.2099,0
3.2114,0
3.2071,0
3.2100,0
3.2126,0
3.2007,0
3.2129,0
3.2107,0
3.2102,0
3.2087,0
3.2074,0
3.2103,0
3.2081,0
3.2039,0
3.2099,0
3.2113,0
3.2132,0
3.2067,0
3.2082,0
3.2119,0
3.2119,0
3.2114,0
3.2082,0
3.2044,0
3.2058,0
3.2114,0
3.2113,0
3.2113,0
3.2091,0
3.2093,0
3.2119,0
3.2081,0
3.2079,0
3.2100,0
3.2122,0
3.2131,0
3.2142,0
3.2111,0
3.2143,0
3.2074,0
3.2064,0
3.2131,0
3.2168,0
3.2110,0
3.2079,0
3.2097,0
3.2111,0
3.2110,0
3.2110,0
3.2111,0
3.2093,0
3.2094,0
3.2107,0
3.2126,0
3.2102,0
3.2068,0
3.2099,0
3.2096,0
3.2062,0
3.2125,0
3.2129,0
3.2136,0
3.2102,0
3.2123,0
3.1959,0
3.2062,0
3.2113,0
3.2134,0
3.2100,0
3.2087,0
3.2117,0
3.2097,0
3.2082,0
3.2110,0
3.2103,0
3.2097,0
3.2096,0
3.2103,0
3.2082,0
3.2154,0
3.2122,0
3.2052,0
3.2071,0
3.2067,0
3.2073,0
3.2079,0
3.2137,0
3.2123,0
3.2131,0
3.2079,0
3.2090,0
3.2093,0
3.2128,0
3.2119,0
3.2146,0
3.2119,0
3.2129,0
3.2125,0
3.2131,0
3.2105,0
3.2105,0
3.2143,0
3.2129,0
3.2219,0
3.2110,0
3.2122,0
3.2125,0
3.2131,0
3.2117,0
3.2108,0
3.2094,0
3.2081,0
3.2096,0
3.2114,0
3.2129,0
3.2102,0
3.2102,0
3.2146,0
3.2131,0
3.2107,0
3.2116,0
3.2116,0
3.2094,0
3.2070,0
3.2087,0
3.2090,0
3.2061,0
3.2073,0
3.2119,0
3.2122,0
3.2111,0
3.2082,0
3.2113,0
3.2136,0
3.2123,0
3.2111,0
3.2117,0
3.2163,0
3.2105,0
3.2125,0
3.2137,0
3.2079,0
3.2093,0
3.2094,0
3.2081,0
3.2111,0
3.2074,0
3.2175,0
3.2129,0
3.2064,0
3.2117,0
3.2108,0
3.2120,0
3.2122,0
3.2125,0
3.2082,0
3.2131,0
3.2119,0
3.2085,0
3.2085,0
3.2073,0
3.2107,0
3.2114,0
